dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
exact,exact_2024,all,0.350000000,0.100000000,0.325000000,-0.100000000,152,0.927631579,0.050971768,0.051534752,-0.000562985
random,random_0,all,0.350000000,0.100000000,0.325000000,-0.100000000,2644,0.695537065,0.072730020,0.073628500,-0.000898480
random,random_0,year2025,0.350000000,0.100000000,0.325000000,-0.100000000,756,0.940476190,0.051596371,0.052528567,-0.000932196
random,random_1,all,0.350000000,0.100000000,0.325000000,-0.100000000,2644,0.692133132,0.065659159,0.066706172,-0.001047013
random,random_1,year2025,0.350000000,0.100000000,0.325000000,-0.100000000,756,0.933862434,0.054457513,0.054746236,-0.000288723
random,random_2,all,0.350000000,0.100000000,0.325000000,-0.100000000,2644,0.669062027,0.067753618,0.068687574,-0.000933956
random,random_2,year2025,0.350000000,0.100000000,0.325000000,-0.100000000,756,0.927248677,0.075600486,0.076565620,-0.000965134
exact,exact_2019,all,0.350000000,0.100000000,0.325000000,-0.125000000,249,0.879518072,0.056217109,0.057413738,-0.001196629
exact,exact_2020,all,0.350000000,0.100000000,0.325000000,-0.125000000,222,0.941441441,0.055256563,0.055468617,-0.000212055
exact,exact_2021,all,0.350000000,0.100000000,0.325000000,-0.125000000,130,0.884615385,0.077326194,0.077696637,-0.000370443
exact,exact_2022,all,0.350000000,0.100000000,0.325000000,-0.125000000,192,0.812500000,0.065669028,0.066026434,-0.000357405
exact,exact_2023,all,0.350000000,0.100000000,0.325000000,-0.125000000,169,0.958579882,0.068435525,0.070077610,-0.001642085
exact,exact_2024,all,0.350000000,0.100000000,0.325000000,-0.125000000,152,0.927631579,0.050937579,0.051534752,-0.000597174
random,random_0,all,0.350000000,0.100000000,0.325000000,-0.125000000,2644,0.695537065,0.072709740,0.073628500,-0.000918760
random,random_0,year2025,0.350000000,0.100000000,0.325000000,-0.125000000,756,0.940476190,0.051579535,0.052528567,-0.000949032
random,random_1,all,0.350000000,0.100000000,0.325000000,-0.125000000,2644,0.692133132,0.065650493,0.066706172,-0.001055679
random,random_1,year2025,0.350000000,0.100000000,0.325000000,-0.125000000,756,0.933862434,0.054465958,0.054746236,-0.000280279
random,random_2,all,0.350000000,0.100000000,0.325000000,-0.125000000,2644,0.669062027,0.067737979,0.068687574,-0.000949595
random,random_2,year2025,0.350000000,0.100000000,0.325000000,-0.125000000,756,0.927248677,0.075586458,0.076565620,-0.000979162
exact,exact_2019,all,0.350000000,0.100000000,0.325000000,-0.150000000,249,0.879518072,0.056256297,0.057413738,-0.001157441
exact,exact_2020,all,0.350000000,0.100000000,0.325000000,-0.150000000,222,0.941441441,0.055238742,0.055468617,-0.000229876
exact,exact_2021,all,0.350000000,0.100000000,0.325000000,-0.150000000,130,0.884615385,0.077319451,0.077696637,-0.000377186
exact,exact_2022,all,0.350000000,0.100000000,0.325000000,-0.150000000,192,0.812500000,0.065705934,0.066026434,-0.000320500
exact,exact_2023,all,0.350000000,0.100000000,0.325000000,-0.150000000,169,0.958579882,0.068374356,0.070077610,-0.001703254
exact,exact_2024,all,0.350000000,0.100000000,0.325000000,-0.150000000,152,0.927631579,0.050904759,0.051534752,-0.000629993
random,random_0,all,0.350000000,0.100000000,0.325000000,-0.150000000,2644,0.695537065,0.072691288,0.073628500,-0.000937212
random,random_0,year2025,0.350000000,0.100000000,0.325000000,-0.150000000,756,0.940476190,0.051565304,0.052528567,-0.000963263
random,random_1,all,0.350000000,0.100000000,0.325000000,-0.150000000,2644,0.692133132,0.065643721,0.066706172,-0.001062451
random,random_1,year2025,0.350000000,0.100000000,0.325000000,-0.150000000,756,0.933862434,0.054476805,0.054746236,-0.000269431
random,random_2,all,0.350000000,0.100000000,0.325000000,-0.150000000,2644,0.669062027,0.067724398,0.068687574,-0.000963175
random,random_2,year2025,0.350000000,0.100000000,0.325000000,-0.150000000,756,0.927248677,0.075574380,0.076565620,-0.000991240
exact,exact_2019,all,0.350000000,0.100000000,0.325000000,-0.175000000,249,0.879518072,0.056300463,0.057413738,-0.001113275
exact,exact_2020,all,0.350000000,0.100000000,0.325000000,-0.175000000,222,0.941441441,0.055222986,0.055468617,-0.000245631
exact,exact_2021,all,0.350000000,0.100000000,0.325000000,-0.175000000,130,0.884615385,0.077314626,0.077696637,-0.000382011
exact,exact_2022,all,0.350000000,0.100000000,0.325000000,-0.175000000,192,0.812500000,0.065745609,0.066026434,-0.000280825
exact,exact_2023,all,0.350000000,0.100000000,0.325000000,-0.175000000,169,0.958579882,0.068314519,0.070077610,-0.001763090
exact,exact_2024,all,0.350000000,0.100000000,0.325000000,-0.175000000,152,0.927631579,0.050873311,0.051534752,-0.000661441
random,random_0,all,0.350000000,0.100000000,0.325000000,-0.175000000,2644,0.695537065,0.072674666,0.073628500,-0.000953834
random,random_0,year2025,0.350000000,0.100000000,0.325000000,-0.175000000,756,0.940476190,0.051553682,0.052528567,-0.000974885
random,random_1,all,0.350000000,0.100000000,0.325000000,-0.175000000,2644,0.692133132,0.065638844,0.066706172,-0.001067328
random,random_1,year2025,0.350000000,0.100000000,0.325000000,-0.175000000,756,0.933862434,0.054490055,0.054746236,-0.000256182
random,random_2,all,0.350000000,0.100000000,0.325000000,-0.175000000,2644,0.669062027,0.067712878,0.068687574,-0.000974696
random,random_2,year2025,0.350000000,0.100000000,0.325000000,-0.175000000,756,0.927248677,0.075564253,0.076565620,-0.001001368
exact,exact_2019,all,0.350000000,0.100000000,0.325000000,-0.200000000,249,0.879518072,0.056349596,0.057413738,-0.001064142
exact,exact_2020,all,0.350000000,0.100000000,0.325000000,-0.200000000,222,0.941441441,0.055209298,0.055468617,-0.000259320
exact,exact_2021,all,0.350000000,0.100000000,0.325000000,-0.200000000,130,0.884615385,0.077311719,0.077696637,-0.000384918
exact,exact_2022,all,0.350000000,0.100000000,0.325000000,-0.200000000,192,0.812500000,0.065788048,0.066026434,-0.000238386
exact,exact_2023,all,0.350000000,0.100000000,0.325000000,-0.200000000,169,0.958579882,0.068256020,0.070077610,-0.001821590
exact,exact_2024,all,0.350000000,0.100000000,0.325000000,-0.200000000,152,0.927631579,0.050843238,0.051534752,-0.000691514
random,random_0,all,0.350000000,0.100000000,0.325000000,-0.200000000,2644,0.695537065,0.072659875,0.073628500,-0.000968625
random,random_0,year2025,0.350000000,0.100000000,0.325000000,-0.200000000,756,0.940476190,0.051544669,0.052528567,-0.000983898
random,random_1,all,0.350000000,0.100000000,0.325000000,-0.200000000,2644,0.692133132,0.065635861,0.066706172,-0.001070311
random,random_1,year2025,0.350000000,0.100000000,0.325000000,-0.200000000,756,0.933862434,0.054505704,0.054746236,-0.000240532
random,random_2,all,0.350000000,0.100000000,0.325000000,-0.200000000,2644,0.669062027,0.067703419,0.068687574,-0.000984155
random,random_2,year2025,0.350000000,0.100000000,0.325000000,-0.200000000,756,0.927248677,0.075556077,0.076565620,-0.001009543
exact,exact_2019,all,0.350000000,0.100000000,0.350000000,-0.100000000,249,0.879518072,0.056171207,0.057413738,-0.001242531
exact,exact_2020,all,0.350000000,0.100000000,0.350000000,-0.100000000,222,0.941441441,0.055315496,0.055468617,-0.000153121
exact,exact_2021,all,0.350000000,0.100000000,0.350000000,-0.100000000,130,0.884615385,0.077344362,0.077696637,-0.000352275
exact,exact_2022,all,0.350000000,0.100000000,0.350000000,-0.100000000,192,0.812500000,0.065639176,0.066026434,-0.000387258
exact,exact_2023,all,0.350000000,0.100000000,0.350000000,-0.100000000,169,0.958579882,0.068451768,0.070077610,-0.001625842
exact,exact_2024,all,0.350000000,0.100000000,0.350000000,-0.100000000,152,0.927631579,0.050974328,0.051534752,-0.000560425
random,random_0,all,0.350000000,0.100000000,0.350000000,-0.100000000,2644,0.695537065,0.072735877,0.073628500,-0.000892623
random,random_0,year2025,0.350000000,0.100000000,0.350000000,-0.100000000,756,0.940476190,0.051576805,0.052528567,-0.000951762
random,random_1,all,0.350000000,0.100000000,0.350000000,-0.100000000,2644,0.692133132,0.065648139,0.066706172,-0.001058033
random,random_1,year2025,0.350000000,0.100000000,0.350000000,-0.100000000,756,0.933862434,0.054482656,0.054746236,-0.000263581
random,random_2,all,0.350000000,0.100000000,0.350000000,-0.100000000,2644,0.669062027,0.067759832,0.068687574,-0.000927742
random,random_2,year2025,0.350000000,0.100000000,0.350000000,-0.100000000,756,0.927248677,0.075591279,0.076565620,-0.000974341
exact,exact_2019,all,0.350000000,0.100000000,0.350000000,-0.125000000,249,0.879518072,0.056205753,0.057413738,-0.001207985
exact,exact_2020,all,0.350000000,0.100000000,0.350000000,-0.125000000,222,0.941441441,0.055295903,0.055468617,-0.000172714
exact,exact_2021,all,0.350000000,0.100000000,0.350000000,-0.125000000,130,0.884615385,0.077336114,0.077696637,-0.000360523
exact,exact_2022,all,0.350000000,0.100000000,0.350000000,-0.125000000,192,0.812500000,0.065673278,0.066026434,-0.000353155
exact,exact_2023,all,0.350000000,0.100000000,0.350000000,-0.125000000,169,0.958579882,0.068389598,0.070077610,-0.001688012
exact,exact_2024,all,0.350000000,0.100000000,0.350000000,-0.125000000,152,0.927631579,0.050940203,0.051534752,-0.000594549
random,random_0,all,0.350000000,0.100000000,0.350000000,-0.125000000,2644,0.695537065,0.072715518,0.073628500,-0.000912982
random,random_0,year2025,0.350000000,0.100000000,0.350000000,-0.125000000,756,0.940476190,0.051560073,0.052528567,-0.000968494
random,random_1,all,0.350000000,0.100000000,0.350000000,-0.125000000,2644,0.692133132,0.065639509,0.066706172,-0.001066664
random,random_1,year2025,0.350000000,0.100000000,0.350000000,-0.125000000,756,0.933862434,0.054491150,0.054746236,-0.000255086
random,random_2,all,0.350000000,0.100000000,0.350000000,-0.125000000,2644,0.669062027,0.067744181,0.068687574,-0.000943392
random,random_2,year2025,0.350000000,0.100000000,0.350000000,-0.125000000,756,0.927248677,0.075577320,0.076565620,-0.000988301
exact,exact_2019,all,0.350000000,0.100000000,0.350000000,-0.150000000,249,0.879518072,0.056245287,0.057413738,-0.001168451
exact,exact_2020,all,0.350000000,0.100000000,0.350000000,-0.150000000,222,0.941441441,0.055278372,0.055468617,-0.000190245
exact,exact_2021,all,0.350000000,0.100000000,0.350000000,-0.150000000,130,0.884615385,0.077329783,0.077696637,-0.000366853
exact,exact_2022,all,0.350000000,0.100000000,0.350000000,-0.150000000,192,0.812500000,0.065710154,0.066026434,-0.000316280
exact,exact_2023,all,0.350000000,0.100000000,0.350000000,-0.150000000,169,0.958579882,0.068328759,0.070077610,-0.001748850
exact,exact_2024,all,0.350000000,0.100000000,0.350000000,-0.150000000,152,0.927631579,0.050907448,0.051534752,-0.000627304
random,random_0,all,0.350000000,0.100000000,0.350000000,-0.150000000,2644,0.695537065,0.072696987,0.073628500,-0.000931512
random,random_0,year2025,0.350000000,0.100000000,0.350000000,-0.150000000,756,0.940476190,0.051545948,0.052528567,-0.000982620
random,random_1,all,0.350000000,0.100000000,0.350000000,-0.150000000,2644,0.692133132,0.065632772,0.066706172,-0.001073400
random,random_1,year2025,0.350000000,0.100000000,0.350000000,-0.150000000,756,0.933862434,0.054502047,0.054746236,-0.000244189
random,random_2,all,0.350000000,0.100000000,0.350000000,-0.150000000,2644,0.669062027,0.067730590,0.068687574,-0.000956984
random,random_2,year2025,0.350000000,0.100000000,0.350000000,-0.150000000,756,0.927248677,0.075565310,0.076565620,-0.001000310
exact,exact_2019,all,0.350000000,0.100000000,0.350000000,-0.175000000,249,0.879518072,0.056289801,0.057413738,-0.001123937
exact,exact_2020,all,0.350000000,0.100000000,0.350000000,-0.175000000,222,0.941441441,0.055262906,0.055468617,-0.000205712
exact,exact_2021,all,0.350000000,0.100000000,0.350000000,-0.175000000,130,0.884615385,0.077325370,0.077696637,-0.000371267
exact,exact_2022,all,0.350000000,0.100000000,0.350000000,-0.175000000,192,0.812500000,0.065749798,0.066026434,-0.000276635
exact,exact_2023,all,0.350000000,0.100000000,0.350000000,-0.175000000,169,0.958579882,0.068269255,0.070077610,-0.001808354
exact,exact_2024,all,0.350000000,0.100000000,0.350000000,-0.175000000,152,0.927631579,0.050876065,0.051534752,-0.000658688
random,random_0,all,0.350000000,0.100000000,0.350000000,-0.175000000,2644,0.695537065,0.072680287,0.073628500,-0.000948213
random,random_0,year2025,0.350000000,0.100000000,0.350000000,-0.175000000,756,0.940476190,0.051534431,0.052528567,-0.000994136
random,random_1,all,0.350000000,0.100000000,0.350000000,-0.175000000,2644,0.692133132,0.065627931,0.066706172,-0.001078241
random,random_1,year2025,0.350000000,0.100000000,0.350000000,-0.175000000,756,0.933862434,0.054515345,0.054746236,-0.000230892
random,random_2,all,0.350000000,0.100000000,0.350000000,-0.175000000,2644,0.669062027,0.067719058,0.068687574,-0.000968516
random,random_2,year2025,0.350000000,0.100000000,0.350000000,-0.175000000,756,0.927248677,0.075555252,0.076565620,-0.001010369
exact,exact_2019,all,0.350000000,0.100000000,0.350000000,-0.200000000,249,0.879518072,0.056339282,0.057413738,-0.001074456
exact,exact_2020,all,0.350000000,0.100000000,0.350000000,-0.200000000,222,0.941441441,0.055249505,0.055468617,-0.000219113
exact,exact_2021,all,0.350000000,0.100000000,0.350000000,-0.200000000,130,0.884615385,0.077322875,0.077696637,-0.000373762
exact,exact_2022,all,0.350000000,0.100000000,0.350000000,-0.200000000,192,0.812500000,0.065792207,0.066026434,-0.000234226
exact,exact_2023,all,0.350000000,0.100000000,0.350000000,-0.200000000,169,0.958579882,0.068211090,0.070077610,-0.001866520
exact,exact_2024,all,0.350000000,0.100000000,0.350000000,-0.200000000,152,0.927631579,0.050846056,0.051534752,-0.000688696
random,random_0,all,0.350000000,0.100000000,0.350000000,-0.200000000,2644,0.695537065,0.072665418,0.073628500,-0.000963082
random,random_0,year2025,0.350000000,0.100000000,0.350000000,-0.200000000,756,0.940476190,0.051525526,0.052528567,-0.001003041
random,random_1,all,0.350000000,0.100000000,0.350000000,-0.200000000,2644,0.692133132,0.065624984,0.066706172,-0.001081188
random,random_1,year2025,0.350000000,0.100000000,0.350000000,-0.200000000,756,0.933862434,0.054531042,0.054746236,-0.000215195
random,random_2,all,0.350000000,0.100000000,0.350000000,-0.200000000,2644,0.669062027,0.067709586,0.068687574,-0.000977987
random,random_2,year2025,0.350000000,0.100000000,0.350000000,-0.200000000,756,0.927248677,0.075547145,0.076565620,-0.001018475
exact,exact_2019,all,0.350000000,0.100000000,0.375000000,-0.100000000,249,0.879518072,0.056165262,0.057413738,-0.001248476
exact,exact_2020,all,0.350000000,0.100000000,0.375000000,-0.100000000,222,0.941441441,0.055358320,0.055468617,-0.000110298
exact,exact_2021,all,0.350000000,0.100000000,0.375000000,-0.100000000,130,0.884615385,0.077354985,0.077696637,-0.000341651
exact,exact_2022,all,0.350000000,0.100000000,0.375000000,-0.100000000,192,0.812500000,0.065647062,0.066026434,-0.000379371
exact,exact_2023,all,0.350000000,0.100000000,0.375000000,-0.100000000,169,0.958579882,0.068408051,0.070077610,-0.001669559
exact,exact_2024,all,0.350000000,0.100000000,0.375000000,-0.100000000,152,0.927631579,0.050979056,0.051534752,-0.000555696
random,random_0,all,0.350000000,0.100000000,0.375000000,-0.100000000,2644,0.695537065,0.072745312,0.073628500,-0.000883188
random,random_0,year2025,0.350000000,0.100000000,0.375000000,-0.100000000,756,0.940476190,0.051561022,0.052528567,-0.000967545
random,random_1,all,0.350000000,0.100000000,0.375000000,-0.100000000,2644,0.692133132,0.065641032,0.066706172,-0.001065140
random,random_1,year2025,0.350000000,0.100000000,0.375000000,-0.100000000,756,0.933862434,0.054511599,0.054746236,-0.000234637
random,random_2,all,0.350000000,0.100000000,0.375000000,-0.100000000,2644,0.669062027,0.067770340,0.068687574,-0.000917233
random,random_2,year2025,0.350000000,0.100000000,0.375000000,-0.100000000,756,0.927248677,0.075584562,0.076565620,-0.000981058
exact,exact_2019,all,0.350000000,0.100000000,0.375000000,-0.125000000,249,0.879518072,0.056200151,0.057413738,-0.001213587
exact,exact_2020,all,0.350000000,0.100000000,0.375000000,-0.125000000,222,0.941441441,0.055339019,0.055468617,-0.000129599
exact,exact_2021,all,0.350000000,0.100000000,0.375000000,-0.125000000,130,0.884615385,0.077347150,0.077696637,-0.000349487
exact,exact_2022,all,0.350000000,0.100000000,0.375000000,-0.125000000,192,0.812500000,0.065681133,0.066026434,-0.000345301
exact,exact_2023,all,0.350000000,0.100000000,0.375000000,-0.125000000,169,0.958579882,0.068346213,0.070077610,-0.001731397
exact,exact_2024,all,0.350000000,0.100000000,0.375000000,-0.125000000,152,0.927631579,0.050944998,0.051534752,-0.000589754
random,random_0,all,0.350000000,0.100000000,0.375000000,-0.125000000,2644,0.695537065,0.072724876,0.073628500,-0.000903624
random,random_0,year2025,0.350000000,0.100000000,0.375000000,-0.125000000,756,0.940476190,0.051544396,0.052528567,-0.000984171
random,random_1,all,0.350000000,0.100000000,0.375000000,-0.125000000,2644,0.692133132,0.065632438,0.066706172,-0.001073734
random,random_1,year2025,0.350000000,0.100000000,0.375000000,-0.125000000,756,0.933862434,0.054520144,0.054746236,-0.000226093
random,random_2,all,0.350000000,0.100000000,0.375000000,-0.125000000,2644,0.669062027,0.067754680,0.068687574,-0.000932894
random,random_2,year2025,0.350000000,0.100000000,0.375000000,-0.125000000,756,0.927248677,0.075570671,0.076565620,-0.000994949
exact,exact_2019,all,0.350000000,0.100000000,0.375000000,-0.150000000,249,0.879518072,0.056240028,0.057413738,-0.001173710
