radius,method,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
16,median,bucket_0.005_0.05,0.06579956967268508,0.06181102397513246,0.06958954994906619
8,mean,bucket_0.02_0,0.06579971379868024,0.06182802665039043,0.06964606293526311
8,median,local_plus_direct_0.015,0.0658002978793151,0.06183280253992255,0.06962794923846462
2,mean,local_plus_direct_0.02,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0.01,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0.03,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0.05,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0.02,0.06580142558378078,0.06181084205323267,0.06962980563995698
2,mean,bucket_0.02_0.005,0.06580142558378078,0.06181084205323267,0.06962980563995698
16,median,bucket_0.01_0.03,0.06580154547291055,0.06181753523774632,0.06961722451540261
