route,features,group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved
history,candidate,group_aoiyear,0,2,ridge100,0.02,326,0.05797475974587976,0.058013333327497786,-3.8573581618024655e-05,1
history,candidate,group_aoiyear,0,2,ridge100,0.03,326,0.05797475974587976,0.058013333327497786,-3.8573581618024655e-05,1
history,candidate,group_aoiyear,0,2,ridge100,0.04,326,0.05797475974587976,0.058013333327497786,-3.8573581618024655e-05,1
history,candidate,group_aoiyear,0,2,ridge100,0.06,326,0.05797475974587976,0.058013333327497786,-3.8573581618024655e-05,1
history,candidate,group_aoiyear,0,3,ridge100,0.01,398,0.06238538386553014,0.06249028296646461,-0.00010489910093446769,1
history,candidate,group_aoiyear,0,3,ridge100,0.02,398,0.062362870737125514,0.06249028296646461,-0.00012741222933909668,1
history,candidate,group_aoiyear,0,3,ridge100,0.03,398,0.062362870737125514,0.06249028296646461,-0.00012741222933909668,1
history,candidate,group_aoiyear,0,3,ridge100,0.04,398,0.062362870737125514,0.06249028296646461,-0.00012741222933909668,1
history,candidate,group_aoiyear,0,3,ridge100,0.06,398,0.062362870737125514,0.06249028296646461,-0.00012741222933909668,1
history,candidate,group_aoiyear,0,1,hgb8,0.01,374,0.06041508035813474,0.06054629075606533,-0.00013121039793059092,1
history,candidate,group_aoiyear,0,1,hgb8,0.02,374,0.06039895270068316,0.06054629075606533,-0.00014733805538216793,1
history,candidate,group_aoiyear,0,1,hgb8,0.03,374,0.060476491888280505,0.06054629075606533,-6.979886778482602e-05,1
history,candidate,group_aoiyear,0,1,hgb8,0.04,374,0.06051345627407481,0.06054629075606533,-3.283448199051936e-05,1
history,candidate,group_aoiyear,0,1,hgb8,0.06,374,0.06051345627407481,0.06054629075606533,-3.283448199051936e-05,1
history,candidate,group_aoiyear,0,2,hgb8,0.01,326,0.05849938256013587,0.058013333327497786,0.0004860492326380847,0
history,candidate,group_aoiyear,0,2,hgb8,0.02,326,0.058988383463821334,0.058013333327497786,0.0009750501363235478,0
history,candidate,group_aoiyear,0,2,hgb8,0.03,326,0.059029425097231046,0.058013333327497786,0.00101609176973326,0
history,candidate,group_aoiyear,0,2,hgb8,0.04,326,0.05913290760456881,0.058013333327497786,0.001119574277071024,0
history,candidate,group_aoiyear,0,2,hgb8,0.06,326,0.05913290760456881,0.058013333327497786,0.001119574277071024,0
history,candidate,group_aoiyear,0,3,hgb8,0.01,398,0.0623347314226308,0.06249028296646461,-0.00015555154383380815,1
history,candidate,group_aoiyear,0,3,hgb8,0.02,398,0.06257325387061671,0.06249028296646461,8.297090415210207e-05,0
history,candidate,group_aoiyear,0,3,hgb8,0.03,398,0.06266457589430956,0.06249028296646461,0.0001742929278449462,0
history,candidate,group_aoiyear,0,3,hgb8,0.04,398,0.06260026905683763,0.06249028296646461,0.00010998609037302098,0
history,candidate,group_aoiyear,0,3,hgb8,0.06,398,0.06259390768530632,0.06249028296646461,0.00010362471884170499,0
history,candidate,group_aoiyear,1,1,ridge30,0.01,386,0.06281855163461324,0.06299586588683058,-0.0001773142522173421,1
history,candidate,group_aoiyear,1,1,ridge30,0.02,386,0.06292229606965953,0.06299586588683058,-7.35698171710486e-05,1
history,candidate,group_aoiyear,1,1,ridge30,0.03,386,0.06288876462782449,0.06299586588683058,-0.00010710125900609269,1
history,candidate,group_aoiyear,1,1,ridge30,0.04,386,0.06288860168216623,0.06299586588683058,-0.00010726420466435072,1
history,candidate,group_aoiyear,1,1,ridge30,0.06,386,0.06288860168216623,0.06299586588683058,-0.00010726420466435072,1
history,candidate,group_aoiyear,1,2,ridge30,0.01,391,0.05640055622338004,0.056753318510709194,-0.00035276228732915305,1
history,candidate,group_aoiyear,1,2,ridge30,0.02,391,0.0564601645693478,0.056753318510709194,-0.00029315394136139594,1
history,candidate,group_aoiyear,1,2,ridge30,0.03,391,0.0564601645693478,0.056753318510709194,-0.00029315394136139594,1
history,candidate,group_aoiyear,1,2,ridge30,0.04,391,0.0564601645693478,0.056753318510709194,-0.00029315394136139594,1
history,candidate,group_aoiyear,1,2,ridge30,0.06,391,0.0564601645693478,0.056753318510709194,-0.00029315394136139594,1
history,candidate,group_aoiyear,1,3,ridge30,0.01,360,0.06381112560578252,0.06432748717320043,-0.0005163615674179112,1
history,candidate,group_aoiyear,1,3,ridge30,0.02,360,0.06379728826462898,0.06432748717320043,-0.0005301989085714498,1
history,candidate,group_aoiyear,1,3,ridge30,0.03,360,0.06379728826462898,0.06432748717320043,-0.0005301989085714498,1
history,candidate,group_aoiyear,1,3,ridge30,0.04,360,0.06379728826462898,0.06432748717320043,-0.0005301989085714498,1
history,candidate,group_aoiyear,1,3,ridge30,0.06,360,0.06379728826462898,0.06432748717320043,-0.0005301989085714498,1
history,candidate,group_aoiyear,1,1,ridge100,0.01,386,0.06305397708926937,0.06299586588683058,5.8111202438787535e-05,0
history,candidate,group_aoiyear,1,1,ridge100,0.02,386,0.06310278323880698,0.06299586588683058,0.0001069173519764044,0
history,candidate,group_aoiyear,1,1,ridge100,0.03,386,0.06310278323880698,0.06299586588683058,0.0001069173519764044,0
history,candidate,group_aoiyear,1,1,ridge100,0.04,386,0.06310278323880698,0.06299586588683058,0.0001069173519764044,0
history,candidate,group_aoiyear,1,1,ridge100,0.06,386,0.06310278323880698,0.06299586588683058,0.0001069173519764044,0
history,candidate,group_aoiyear,1,2,ridge100,0.01,391,0.05653461903554439,0.056753318510709194,-0.0002186994751648061,1
history,candidate,group_aoiyear,1,2,ridge100,0.02,391,0.05653461903554439,0.056753318510709194,-0.0002186994751648061,1
history,candidate,group_aoiyear,1,2,ridge100,0.03,391,0.05653461903554439,0.056753318510709194,-0.0002186994751648061,1
history,candidate,group_aoiyear,1,2,ridge100,0.04,391,0.05653461903554439,0.056753318510709194,-0.0002186994751648061,1
history,candidate,group_aoiyear,1,2,ridge100,0.06,391,0.05653461903554439,0.056753318510709194,-0.0002186994751648061,1
history,candidate,group_aoiyear,1,3,ridge100,0.01,360,0.06409080671024342,0.06432748717320043,-0.00023668046295700906,1
history,candidate,group_aoiyear,1,3,ridge100,0.02,360,0.06409080671024342,0.06432748717320043,-0.00023668046295700906,1
history,candidate,group_aoiyear,1,3,ridge100,0.03,360,0.06409080671024342,0.06432748717320043,-0.00023668046295700906,1
history,candidate,group_aoiyear,1,3,ridge100,0.04,360,0.06409080671024342,0.06432748717320043,-0.00023668046295700906,1
history,candidate,group_aoiyear,1,3,ridge100,0.06,360,0.06409080671024342,0.06432748717320043,-0.00023668046295700906,1
history,candidate,group_aoiyear,1,1,hgb8,0.01,386,0.06291396885242316,0.06299586588683058,-8.18970344074188e-05,1
history,candidate,group_aoiyear,1,1,hgb8,0.02,386,0.06296735490249758,0.06299586588683058,-2.851098433299948e-05,1
history,candidate,group_aoiyear,1,1,hgb8,0.03,386,0.06299239363102466,0.06299586588683058,-3.472255805922475e-06,1
history,candidate,group_aoiyear,1,1,hgb8,0.04,386,0.06303573979716624,0.06299586588683058,3.987391033566379e-05,0
history,candidate,group_aoiyear,1,1,hgb8,0.06,386,0.06303573979716624,0.06299586588683058,3.987391033566379e-05,0
history,candidate,group_aoiyear,1,2,hgb8,0.01,391,0.05718948643299393,0.056753318510709194,0.0004361679222847359,0
history,candidate,group_aoiyear,1,2,hgb8,0.02,391,0.057618532851968746,0.056753318510709194,0.0008652143412595514,0
history,candidate,group_aoiyear,1,2,hgb8,0.03,391,0.057774938451301265,0.056753318510709194,0.001021619940592071,0
history,candidate,group_aoiyear,1,2,hgb8,0.04,391,0.05777846374938209,0.056753318510709194,0.001025145238672899,0
history,candidate,group_aoiyear,1,2,hgb8,0.06,391,0.05777846374938209,0.056753318510709194,0.001025145238672899,0
history,candidate,group_aoiyear,1,3,hgb8,0.01,360,0.0637682382726708,0.06432748717320043,-0.0005592489005296353,1
history,candidate,group_aoiyear,1,3,hgb8,0.02,360,0.06344100085885751,0.06432748717320043,-0.0008864863143429186,1
history,candidate,group_aoiyear,1,3,hgb8,0.03,360,0.0632965920039628,0.06432748717320043,-0.0010308951692376278,1
history,candidate,group_aoiyear,1,3,hgb8,0.04,360,0.06329118871833583,0.06432748717320043,-0.0010362984548645954,1
history,candidate,group_aoiyear,1,3,hgb8,0.06,360,0.06329118871833583,0.06432748717320043,-0.0010362984548645954,1
history,candidate,group_aoiyear,2,1,ridge30,0.01,381,0.07230003254013465,0.07249211498721489,-0.00019208244708024402,1
history,candidate,group_aoiyear,2,1,ridge30,0.02,381,0.07237124103513536,0.07249211498721489,-0.00012087395207953378,1
history,candidate,group_aoiyear,2,1,ridge30,0.03,381,0.07237124103513536,0.07249211498721489,-0.00012087395207953378,1
history,candidate,group_aoiyear,2,1,ridge30,0.04,381,0.07237124103513536,0.07249211498721489,-0.00012087395207953378,1
history,candidate,group_aoiyear,2,1,ridge30,0.06,381,0.07237124103513536,0.07249211498721489,-0.00012087395207953378,1
history,candidate,group_aoiyear,2,2,ridge30,0.01,382,0.06050201818872487,0.06093279295636879,-0.0004307747676439225,1
history,candidate,group_aoiyear,2,2,ridge30,0.02,382,0.0604980577991022,0.06093279295636879,-0.00043473515726658724,1
history,candidate,group_aoiyear,2,2,ridge30,0.03,382,0.0604980577991022,0.06093279295636879,-0.00043473515726658724,1
history,candidate,group_aoiyear,2,2,ridge30,0.04,382,0.0604980577991022,0.06093279295636879,-0.00043473515726658724,1
history,candidate,group_aoiyear,2,2,ridge30,0.06,382,0.0604980577991022,0.06093279295636879,-0.00043473515726658724,1
history,candidate,group_aoiyear,2,3,ridge30,0.01,347,0.05322031922950118,0.053961502587106885,-0.0007411833576057084,1
history,candidate,group_aoiyear,2,3,ridge30,0.02,347,0.05306083476729452,0.053961502587106885,-0.0009006678198123647,1
history,candidate,group_aoiyear,2,3,ridge30,0.03,347,0.05302537067795178,0.053961502587106885,-0.0009361319091551051,1
history,candidate,group_aoiyear,2,3,ridge30,0.04,347,0.05302537067795178,0.053961502587106885,-0.0009361319091551051,1
history,candidate,group_aoiyear,2,3,ridge30,0.06,347,0.05302537067795178,0.053961502587106885,-0.0009361319091551051,1
history,candidate,group_aoiyear,2,1,ridge100,0.01,381,0.07255451656574405,0.07249211498721489,6.240157852915873e-05,0
history,candidate,group_aoiyear,2,1,ridge100,0.02,381,0.0726025293000322,0.07249211498721489,0.00011041431281731684,0
history,candidate,group_aoiyear,2,1,ridge100,0.03,381,0.0726025293000322,0.07249211498721489,0.00011041431281731684,0
history,candidate,group_aoiyear,2,1,ridge100,0.04,381,0.0726025293000322,0.07249211498721489,0.00011041431281731684,0
history,candidate,group_aoiyear,2,1,ridge100,0.06,381,0.0726025293000322,0.07249211498721489,0.00011041431281731684,0
history,candidate,group_aoiyear,2,2,ridge100,0.01,382,0.060678206942797665,0.06093279295636879,-0.0002545860135711245,1
history,candidate,group_aoiyear,2,2,ridge100,0.02,382,0.060678206942797665,0.06093279295636879,-0.0002545860135711245,1
history,candidate,group_aoiyear,2,2,ridge100,0.03,382,0.060678206942797665,0.06093279295636879,-0.0002545860135711245,1
history,candidate,group_aoiyear,2,2,ridge100,0.04,382,0.060678206942797665,0.06093279295636879,-0.0002545860135711245,1
history,candidate,group_aoiyear,2,2,ridge100,0.06,382,0.060678206942797665,0.06093279295636879,-0.0002545860135711245,1
history,candidate,group_aoiyear,2,3,ridge100,0.01,347,0.05343287428539599,0.053961502587106885,-0.0005286283017108956,1
history,candidate,group_aoiyear,2,3,ridge100,0.02,347,0.05343287428539599,0.053961502587106885,-0.0005286283017108956,1
history,candidate,group_aoiyear,2,3,ridge100,0.03,347,0.05343287428539599,0.053961502587106885,-0.0005286283017108956,1
history,candidate,group_aoiyear,2,3,ridge100,0.04,347,0.05343287428539599,0.053961502587106885,-0.0005286283017108956,1
history,candidate,group_aoiyear,2,3,ridge100,0.06,347,0.05343287428539599,0.053961502587106885,-0.0005286283017108956,1
history,candidate,group_aoiyear,2,1,hgb8,0.01,381,0.07273561840144835,0.07249211498721489,0.00024350341423345911,0
history,candidate,group_aoiyear,2,1,hgb8,0.02,381,0.07297566574662533,0.07249211498721489,0.00048355075941043657,0
history,candidate,group_aoiyear,2,1,hgb8,0.03,381,0.07295575194644817,0.07249211498721489,0.0004636369592332795,0
history,candidate,group_aoiyear,2,1,hgb8,0.04,381,0.07293625230642543,0.07249211498721489,0.0004441373192105441,0
history,candidate,group_aoiyear,2,1,hgb8,0.06,381,0.07293625230642543,0.07249211498721489,0.0004441373192105441,0
history,candidate,group_aoiyear,2,2,hgb8,0.01,382,0.06098816806397128,0.06093279295636879,5.537510760249276e-05,0
history,candidate,group_aoiyear,2,2,hgb8,0.02,382,0.06124138496386073,0.06093279295636879,0.000308592007491941,0
history,candidate,group_aoiyear,2,2,hgb8,0.03,382,0.06142338003564453,0.06093279295636879,0.0004905870792757394,0
history,candidate,group_aoiyear,2,2,hgb8,0.04,382,0.06144691465223318,0.06093279295636879,0.0005141216958643932,0
history,candidate,group_aoiyear,2,2,hgb8,0.06,382,0.06144691465223318,0.06093279295636879,0.0005141216958643932,0
history,candidate,group_aoiyear,2,3,hgb8,0.01,347,0.05412642937402692,0.053961502587106885,0.00016492678692003188,0
history,candidate,group_aoiyear,2,3,hgb8,0.02,347,0.05433607672037664,0.053961502587106885,0.0003745741332697519,0
history,candidate,group_aoiyear,2,3,hgb8,0.03,347,0.0543577400605351,0.053961502587106885,0.00039623747342821397,0
history,candidate,group_aoiyear,2,3,hgb8,0.04,347,0.054247203839497375,0.053961502587106885,0.00028570125239048977,0
history,candidate,group_aoiyear,2,3,hgb8,0.06,347,0.054247203839497375,0.053961502587106885,0.00028570125239048977,0
history,compact,group_aoi,0,1,ridge30,0.01,376,0.06413638686612501,0.06501978226409225,-0.0008833953979672376,1
history,compact,group_aoi,0,1,ridge30,0.02,376,0.06395230669302075,0.06501978226409225,-0.001067475571071494,1
history,compact,group_aoi,0,1,ridge30,0.03,376,0.0639450989171394,0.06501978226409225,-0.0010746833469528483,1
history,compact,group_aoi,0,1,ridge30,0.04,376,0.0639719600188449,0.06501978226409225,-0.0010478222452473401,1
history,compact,group_aoi,0,1,ridge30,0.06,376,0.06393607311896479,0.06501978226409225,-0.0010837091451274539,1
history,compact,group_aoi,0,2,ridge30,0.01,402,0.06753476498332663,0.06808716562670614,-0.0005524006433795109,1
history,compact,group_aoi,0,2,ridge30,0.02,402,0.06760753771614539,0.06808716562670614,-0.00047962791056074816,1
history,compact,group_aoi,0,2,ridge30,0.03,402,0.06773932143498554,0.06808716562670614,-0.00034784419172059766,1
history,compact,group_aoi,0,2,ridge30,0.04,402,0.06774343080554099,0.06808716562670614,-0.0003437348211651481,1
history,compact,group_aoi,0,2,ridge30,0.06,402,0.06770595652933108,0.06808716562670614,-0.0003812090973750598,1
history,compact,group_aoi,0,3,ridge30,0.01,365,0.06782161048903979,0.06807891859849129,-0.0002573081094515012,1
history,compact,group_aoi,0,3,ridge30,0.02,365,0.06785973115159588,0.06807891859849129,-0.00021918744689540526,1
history,compact,group_aoi,0,3,ridge30,0.03,365,0.06772717043403147,0.06807891859849129,-0.0003517481644598197,1
history,compact,group_aoi,0,3,ridge30,0.04,365,0.06771678651399657,0.06807891859849129,-0.0003621320844947179,1
history,compact,group_aoi,0,3,ridge30,0.06,365,0.06768874587236196,0.06807891859849129,-0.0003901727261293314,1
history,compact,group_aoi,0,1,ridge100,0.01,376,0.06420115248557286,0.06501978226409225,-0.0008186297785193891,1
history,compact,group_aoi,0,1,ridge100,0.02,376,0.06417245425410822,0.06501978226409225,-0.0008473280099840219,1
history,compact,group_aoi,0,1,ridge100,0.03,376,0.06417397730321794,0.06501978226409225,-0.0008458049608743023,1
history,compact,group_aoi,0,1,ridge100,0.04,376,0.06417646369725825,0.06501978226409225,-0.0008433185668339921,1
history,compact,group_aoi,0,1,ridge100,0.06,376,0.06413356453659569,0.06501978226409225,-0.0008862177274965577,1
history,compact,group_aoi,0,2,ridge100,0.01,402,0.06790528473108465,0.06808716562670614,-0.00018188089562148901,1
history,compact,group_aoi,0,2,ridge100,0.02,402,0.06803889855663556,0.06808716562670614,-4.8267070070578955e-05,1
history,compact,group_aoi,0,2,ridge100,0.03,402,0.06824346416339441,0.06808716562670614,0.0001562985366882763,0
history,compact,group_aoi,0,2,ridge100,0.04,402,0.0682421064483158,0.06808716562670614,0.0001549408216096615,0
history,compact,group_aoi,0,2,ridge100,0.06,402,0.06821320139760088,0.06808716562670614,0.00012603577089474738,0
history,compact,group_aoi,0,3,ridge100,0.01,365,0.06780316644505067,0.06807891859849129,-0.00027575215344061155,1
history,compact,group_aoi,0,3,ridge100,0.02,365,0.06762660612062867,0.06807891859849129,-0.00045231247786262085,1
history,compact,group_aoi,0,3,ridge100,0.03,365,0.06749189664751024,0.06807891859849129,-0.0005870219509810509,1
history,compact,group_aoi,0,3,ridge100,0.04,365,0.06746002880624614,0.06807891859849129,-0.000618889792245142,1
history,compact,group_aoi,0,3,ridge100,0.06,365,0.0674593956041212,0.06807891859849129,-0.0006195229943700836,1
history,compact,group_aoi,0,1,hgb8,0.01,376,0.06465511211003314,0.06501978226409225,-0.0003646701540591102,1
history,compact,group_aoi,0,1,hgb8,0.02,376,0.06460533198805947,0.06501978226409225,-0.00041445027603277673,1
history,compact,group_aoi,0,1,hgb8,0.03,376,0.06466048770133939,0.06501978226409225,-0.0003592945627528543,1
history,compact,group_aoi,0,1,hgb8,0.04,376,0.06466902820384542,0.06501978226409225,-0.0003507540602468301,1
history,compact,group_aoi,0,1,hgb8,0.06,376,0.06466821745979984,0.06501978226409225,-0.0003515648042924091,1
history,compact,group_aoi,0,2,hgb8,0.01,402,0.0683836012476179,0.06808716562670614,0.0002964356209117641,0
history,compact,group_aoi,0,2,hgb8,0.02,402,0.06856375315908722,0.06808716562670614,0.0004765875323810842,0
history,compact,group_aoi,0,2,hgb8,0.03,402,0.06858587760625078,0.06808716562670614,0.0004987119795446388,0
history,compact,group_aoi,0,2,hgb8,0.04,402,0.06856746906809363,0.06808716562670614,0.00048030344138749737,0
history,compact,group_aoi,0,2,hgb8,0.06,402,0.06856746906809363,0.06808716562670614,0.00048030344138749737,0
history,compact,group_aoi,0,3,hgb8,0.01,365,0.06796853325510223,0.06807891859849129,-0.00011038534338905781,1
history,compact,group_aoi,0,3,hgb8,0.02,365,0.06796070544687491,0.06807891859849129,-0.00011821315161637813,1
